name,description,category,base_url,organization,organization_contact
DWR Livestock Water Tank and Erosion Control Dams,"Livestock water tanks are covered under the ""Livestock Water Tank Act of Colorado"" sections 35-49-101 to 35-49-116, C.R.S. These structures include all reservoirs built after April 17, 1941, on watercourses which the state engineer has determined to be ""normally dry"" and having a capacity of not more than ten acre-feet and a vertical height not exceeding fifteen feet from the bottom of the channel to the bottom of the spillway. Again, as with erosion control dams, the height is measured from the lowest point of the upstream toe to the crest of the spillway. No livestock water tanks can be used for irrigation purposes.
Erosion control dams are governed under Colorado statute (see section 37-87-122, C.R.S. (1990). These types of structures may be constructed on water courses which have been determined by the state engineer to be normally dry (which for our purposes is dry more than 80% of the time). Structures of this type cannot exceed fifteen feet from the bottom of the channel to the bottom of the spillway and cannot exceed ten acre-feet at the emergency spillway level. The height of the dam is measured vertically from the lowest point of the upstream toe to the crest of the dam in contrast to those measured vertically from the centerline pursuant to section 37-87-105, C.R.S. (1990). Note: The structure can be larger than specified under section 37-87-122, however, it then will be evaluated and must be constructed pursuant to section 37-87-105.","['livestock water tank erosion control', 'dam safety', 'reservoir']",https://data.colorado.gov/resource/r2rp-ecjb.json,,Division of Water Resources
denver statistical neighborhoods,Neighborhood boundaries of Denver,"['neighborhoods', 'boundaries', 'statistical areas']",https://data.colorado.gov/resource/wiz6-8ftf.json,,mrmspyker
Taxes by County and Industry in Colorado,"Sales Tax information is summarized monthly at the county level by industry. Net Tax for the monthly filing period are summarized by county and industry in this report including tax totals. Contains fields like agriculture, clothing, food & beverage, etc. This data set is provided by the Department of Revenue (CDOR).","['bic', 'gocodecolorado', 'colorado', 'dor', 'department of revenue', 'taxes', 'counties', 'industries', 'revenue', 'business types']",https://data.colorado.gov/resource/ax6t-kdim.json,,Colorado Information Marketplace
Retail Reports by Industry and County in Colorado,"Colorado Retail and Sales Tax information are summarized monthly at the county level by industry. Retail Sales for the monthly filing period are summarized by county and industry in this report including retail trade totals. Contains fields like agriculture, clothing, food & beverage, etc from the Colorado Department of Revenue (CDOR).","['bic', 'gocodecolorado', 'colorado', 'dor', 'department of revenue', 'retail', 'sales', 'retail and sales tax', 'tax', 'indutry', 'reports', 'business type']",https://data.colorado.gov/resource/fe4v-h3pk.json,,Colorado Information Marketplace
Census State in Colorado 2012,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'state', 'gis']",https://data.colorado.gov/resource/vx8e-g83x.json,,Colorado Information Marketplace
Census State in Colorado 2011,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'state', 'gis']",https://data.colorado.gov/resource/2rrq-heiy.json,,Colorado Information Marketplace
Census Core Based Statistical Area in Colorado 2012,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'statistics', 'statistical area', 'core based', 'gis']",https://data.colorado.gov/resource/kd4i-r65w.json,,Colorado Information Marketplace
Census Core Based Statistical Area in Colorado 2011,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'statistics', 'statistical area', 'core based', 'gis']",https://data.colorado.gov/resource/a85s-zxvh.json,,Colorado Information Marketplace
Census School Districts in Colorado 2012,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'school districts', 'special districts', 'gis']",https://data.colorado.gov/resource/2czt-qzar.json,,Colorado Information Marketplace
Census School Districts in Colorado 2011,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'school districts', 'special districts', 'gis']",https://data.colorado.gov/resource/k2sh-64zx.json,,Colorado Information Marketplace
Census Places in Colorado 2012,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'places', 'gis']",https://data.colorado.gov/resource/kt3p-393c.json,,Colorado Information Marketplace
Census Places in Colorado 2011,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'places', 'gis']",https://data.colorado.gov/resource/rue4-ebee.json,,Colorado Information Marketplace
Census Combined Statistical Area in Colorado 2012,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'statistics', 'statistical area', 'combined', 'gis']",https://data.colorado.gov/resource/a5gi-9pma.json,,Colorado Information Marketplace
Census Combined Statistical Area in Colorado 2011,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'statistics', 'statistical area', 'combined', 'gis']",https://data.colorado.gov/resource/rxks-zb9z.json,,Colorado Information Marketplace
Census Counties in Colorado 2012,"American Community Survey Census data includes demographics, education level, commute information, and more subset to Colorado by the Department of Local Affairs (DOLA).","['bic', 'gocodecolorado', 'colorado', 'census', 'acs', 'american community survey', 'population', 'gender', 'race', 'household', 'education', 'commute', 'demographics', 'counties', 'gis']",https://data.colorado.gov/resource/f4n4-vnyx.json,,Colorado Information Marketplace
